review,link,status_code,id,movie_key,critic
0,http://www.timeout.com/film/reviews/66154/open_range.html,0,openrange0,openrange,timeout
0,http://ae.freep.com/entertainment/ui/michigan/movie.html?id=108858&reviewId=12893,0,openrange1,openrange,freep
0,http://www.villagevoice.com/issues/0334/tracking.php,0,openrange2,openrange,villagevoice
0,http://www.thestar.com/NASApp/cs/ContentServer?&pagename=thestar/Layout/Article_Type1&c=Article&cid=1061206180179&call_pageid=1022183557980&col=1022183560753,0,openrange3,openrange,thestar
0,http://www.usatoday.com/life/movies/reviews/2003-08-14-open-range_x.htm,0,openrange4,openrange,usatoday
0,http://community.seattletimes.nwsource.com/archive/?slug=open15&date=20030815,0,openrange5,openrange,seattletimes
0,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2003/08/15/DD26936.DTL,0,openrange6,openrange,sfgate
0,http://www.nyobserver.com/pages/story.asp?ID=7760,0,openrange7,openrange,nyobserver
0,http://www.reelviews.net/php_review_template.php?identifier=1354,0,openrange8,openrange,reelviews
0,"http://www.denverpost.com/Stories/0,1413,36~78~1569338,00.html",0,openrange9,openrange,denverpost
0,http://www.cnn.com/2003/SHOWBIZ/Movies/08/14/sprj.cas03.review.range/index.html,0,openrange10,openrange,cnn
0,http://www.boston.com/movies/display?display=movie&id=2541,0,openrange11,openrange,boston
0,http://www.rogerebert.com/reviews/open-range-2003,0,openrange12,openrange,rogerebert
0,http://www.variety.com/review/VE1117921503.html?categoryid=31&cs=1,0,openrange13,openrange,variety
0,http://www.guidelive.com/profile?fid=12&id=349530,0,openrange14,openrange,guidelive
0,http://www.startribune.com/stories/1553/4038802.html,0,openrange15,openrange,startribune
0,http://www.laweekly.com/ink/03/39/film-foundas.php,0,openrange16,openrange,laweekly
0,"http://www.ew.com/ew/article/0,,474082,00.html",0,openrange17,openrange,ew
