review,link,status_code,id,movie_key,critic
0,"http://www.villagevoice.com/film/0543,tracking9,69447,20.html",0,doom0,doom,villagevoice
0,http://www.variety.com/review/VE1117928623.html?categoryid=31&cs=1,0,doom1,doom,variety
0,http://www.thestar.com/NASApp/cs/ContentServer?pagename=thestar/Layout/Article_Type1&c=Article&cid=1129889400165&call_pageid=1022183557980&col=1022183560753,0,doom2,doom,thestar
0,http://seattletimes.nwsource.com/html/movies/2002573602_doom21.html,0,doom3,doom,nwsource
0,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2005/10/21/DDGJNFB58R1.DTL&type=movies,0,doom4,doom,sfgate
0,"http://www.orlandosentinel.com/entertainment/movies/orl-doom05oct21,0,5036225.story?coll=orl-calmoviestop",0,doom5,doom,orlandosentinel
0,http://www.nydailynews.com/entertainment/movies/moviereviews/story/357795p-304695c.html,0,doom6,doom,nydailynews
0,http://www.rogerebert.com/reviews/doom-2005,0,doom7,doom,rogerebert
0,http://www.boston.com/ae/movies/articles/2005/10/21/doom_too_often_plays_by_the_rules,0,doom8,doom,boston
0,http://www.usatoday.com/life/movies/reviews/2005-10-20-doom_x.htm,0,doom9,doom,usatoday
0,http://www.washingtonpost.com/wp-dyn/content/article/2005/10/20/AR2005102000615.html,0,doom10,doom,washingtonpost
0,http://www.startribune.com/stories/1553/5680632.html,0,doom11,doom,startribune
0,http://www.laweekly.com/film/film_results.php?showid=3621,0,doom12,doom,laweekly
0,"http://metromix.chicagotribune.com/movies/mmx-0501021-movies-review-doom,0,3053921.story",0,doom13,doom,chicagotribune
0,http://www.guidelive.com/pls/portal/url/page/LSDallasPageGroup/MovieDetail?item_id=37084,0,doom14,doom,guidelive
0,http://www.reelviews.net/php_review_template.php?identifier=928,0,doom15,doom,reelviews
0,"http://www.ew.com/ew/article/0,,1120091,00.html",0,doom16,doom,ew
