review,link,status_code,id,movie_key,critic
David Thomson The Futile Necessity of Revisiting an Old Love Affair | New Republic,http://www.newrepublic.com/article/film/103707/conversations-other-women-film-bonham-carter,200,conversationswithotherwomen0,conversationswithotherwomen,newrepublic
Conversations With Other Women (2007) directed by Hans Canosa | Film review Go to the content Go to the footer Time Out London London Popular cities London New York Paris Chicago Los Angeles Browse all cities Time Out London Close London Change city London Popular cities London New York Paris Chicago Los Angeles Browse all cities Tickets Offers Things to Do Restaurants Bars amp; Pubs Film Theatre Art Music Attractions Blog Theatre Tickets Shopping Offer of the Day Time Out Card Time Out Escapes Time Out Live Hotels Nightlife Music festivals Events amp; Festivals Kids Museums Clubs Comedy Food amp; Drink Classical Music amp; Opera Dance LGBT City Guide Area Guides Property Competitions Dating Close My Time Out Things I love My lists My Profile My Account Sign out Sign in Create account Sign in With your social account Or with your email Email Password Remember me Forgotten your password? Sign in You can create a Time Out account in two ways... With a few clicks using your favourite social network Or by entering your details below Email First Name Last Name Create password Repeat new password I accept Time Outs terms of use including opt-in to newsletters. Create account Welcome  You have successfully connected your account to Time Out. You may sign in with this account in future. Please confirm your account details Email First Name Last Name I accept Time Outs terms of use including opt-in to newsletters. Sign up My Account Sign in or Create account Search Tickets Offers Things to Do Restaurants Bars amp; Pubs Film Theatre Art Music Attractions Blog Theatre Tickets Shopping Offer of the Day Time Out Card Time Out Escapes Time Out Live Hotels Nightlife Music festivals Events amp; Festivals Kids Museums Clubs Comedy Food amp; Drink Classical Music amp; Opera Dance LGBT City Guide Area Guides Property Competitions Dating More Search Conversations With Other Women Film  Drama 3 out of 5 stars Add review 0 Love It Save it 0 Add review 0 Love It Save it Time Out says 3 out of 5 stars Details Users say Time Out says 3 out of 5 stars Much like Before Sunset this drama focuses on a real-time conversation between an intelligent couple with an ambiguous relationship. When a nameless man (Aaron Eckhart) flirts with a woman (Helena Bonham Carter) at a wedding their sparky banter slowly reveals a deeper bond established many years before. The dialogue is sharp entertaining and contemplative musing on gender differences life decisions and the fragility of love.Supposedly supporting these themes is a continuous split screen separating the pair and showing proceedings from varying points of view. Sometimes it flits back in time to show the characters as they once were - or perhaps as they imagine they were.While this contrivance theoretically gives the audience the opportunity to edit what they see it undermines the impact of the conversation and forces a viewing choice thats not always welcome. Perhaps a second watch would be illuminating but this is not the kind of film thats going to attract repeat bookings in their droves. Still excellent performances and a tidy script mean its a cut above your average relationships drama. By Anna Smith Posted Tuesday May 15 2007 Details Release details Rated 15 Release date Friday May 18 2007 Duration 84 mins Cast and crew Director Hans Canosa Screenwriter Gabrielle Zevin Cast Aaron EckhartHelena Bonham CarterNora ZehetnerErik EidemOlivia WildeYury TsykunBrian GeraghtyBrianna BrownThomas LennonDavid FranklinCerina VincentPhilip Littell Users say Share Tweet 0 Shares Top About us Work for Time Out Privacy policy Cookie Policy Website terms of use Contact us Time Out for business Get listed Claim your listing Premium Profiles Advertising Time Out products Time Out Card Mobile apps Time Out Shop Time Out Guides Time Out Travel Time Out Offers Time Out Worldwide Time Out magazine Where to get Time Out magazine Subscribe to Time Out magazine Manage my subscription Follow us Facebook Twitter Youtube Instagram Pinterest Spotify Time Out London Site map },http://www.timeout.com/film/84227.html,200,conversationswithotherwomen1,conversationswithotherwomen,timeout
"Something to Talk About washingtonpost.com gt; Arts amp; Living gt; Movies >> Follow Movies On Something to Talk About Network News X Profile View More Activity TOOLBOX Resize Print E-mail Reprints Friday September 15 2006 Anyone who has been in a love affair gone bad knows that William Faulkner was right The past isnt dead it isnt even past. Such is the stuff of ""Conversations With Other Women"" a misleadingly titled but intricately structured meditation on the morphology of contemporary relationships starring Aaron Eckhart and Helena Bonham Carter. As the unnamed Man and Woman who meet cute at a wedding reception the two throw off some convincing sparks during what seems to be a spur-of-the-moment flirtation. The plot thickens and during their real-time liaison in the wee hours all is eventually revealed. Writer Gabrielle Zevin has an acerbic peppery tone especially when it comes to Bonham Carters pungent observations on aging and director Hans Canosa uses what could be an irritating split-screen conceit to its full advantage making ""Conversations With Other Women"" a rather ingenious experiment in structure. The film ultimately becomes too contrived to be anything but a fleeting diversion but kudos to these emerging filmmakers for daring to make something a little bit different and for the most part intriguing. And props to the gorgeously haggard Bonham Carter for daring to age so honestly on film. -- Ann Hornaday Conversations With Other Women R 84 minutes Contains profanity and sexual content. At Landmarks E Street Cinema. (c) 2006 The Washington Post Company Network News X My Profile Friends Activity View More Activity",http://www.washingtonpost.com/wp-dyn/content/article/2006/09/14/AR2006091400458.html,200,conversationswithotherwomen2,conversationswithotherwomen,washingtonpost
"Conversations is an oddly moving tete-a-tete - The Boston Globe Movies    Restaurants    Food    Calendar    Music    Theater/Arts    TV    Books    Celebrity news    Games Home gt; Aamp;E gt; Movies MOVIE REVIEW An oddly moving tete-a-tete By Ty Burr Globe Staff  |  September 15 2006 The wedding reception is winding down. The smooth 30 ish bachelor (Aaron Eckhart) perhaps having steeled himself with champagne wanders over to the attractively embittered bridesmaid (Helena Bonham Carter) hovering at a back table. He charms she parries he ripostes. We can guess where this is going. Or can we?The charm of ``Conversations With Other Women"" a gimmicky but oddly moving two-character drama that flies in from who knows where is its intelligentknowingness. The couple at the films center -- we never do learn their names -- is well aware of the pleasures and dangers of the path on which theyre about to embark. They know the rules of engagement and they know when to break them. ``The illusion of effortlessness takes great effort indeed"" sighs the bridesmaid and brother she aint kidding. That brittle weariness extends to both sides of the camera.As the film moves from banquet hall to elevator to hotel room there are certain things we learn about He and She that deepen the tale -- that tilt it toward farce on one hand and small tragedy on the other. The delicate balancing act is embodied in the movies chief formal device The whole darn thing has been shot in split screen.Cued by an observant epigrammatic script by Gabrielle Zevin director-editor Hans Canosa divides the image in half but not for strict he said/she said purposes. Most of the time we see the action (and by ``action"" I mean ``talk"") from separate but closely aligned occasionally overlapping perspectives -- much as two potential lovers might see the world.Just as often though one screen stays with the couple while the other looks in on their significant others or on a possibly shared past that may actually be a fantasy of missed chances. ``Conversations With Other Women"" at times feels like a third leg in Richard Linklaters ``Before Sunrise""/ ``Before Sunset"" relay race but theres the possibility the leg the film is pulling belongs to the audience. Whos the bigger romantic here (and thus the greater fool) -- he or she or us?A movie this precisely constructed risks being merely clever and sure enough the oxygen starts to run out in the final scenes of ``Conversation s ."" What could be a self-conscious acting exercise though is kept in the air by Eckhart and especially Bonham Carter. He lets us see the vanity and fear under the unruffled exterior as well as the naivete  While the characters are the same age she correctly notes ``I feel like youre a little boy and Im an older woman.""As for Bonham Carter Tim Burton movies and new motherhood have kept her from wandering of late into roles like this which is our loss. Always a vivid actress she gets more interesting with each passing year -- more adept at conveying undercurrents of passion knowledge wit dread. Age genuinely becomes Carter unlike most of her bland Hollywood peers and Im beginning to think we havent seen her best work yet.``Conversations With Other Women"" isnt her best work but its a small tart appetizer for what may yet come an amuse - bouche flavored with regret.Ty Burr can be reached at tburrglobe.com. (c) Copyright 2006 Globe Newspaper Company. More Globe Living/Arts stories | Aamp;E section | Latest entertainment news | Globe front page | Boston.com Sign up for Globe Headlines e-mail | Breaking News Alerts Advertisement SEARCH THE ARCHIVES Today (free) Yesterday (free) Past 30 days Last 12 months Advanced search / Historic Archives Advertisement Printer friendly E-mail to a friend Movies RSS feed Available RSS feeds Most e-mailed Reprints amp; Licensing Share on Facebook Save this article powered by Del.icio.us feedback form | help | site index | globe archives | rss (c) 20 The New York Times Company",http://www.boston.com/ae/movies/articles/2006/09/15/an_oddly_moving_tete_a_tete,200,conversationswithotherwomen3,conversationswithotherwomen,boston
Conversations with Other Women Movie Review (2006) | Roger Ebert,http://www.rogerebert.com/reviews/conversations-with-other-women-2006,200,conversationswithotherwomen4,conversationswithotherwomen,rogerebert
Page not found | The A.V. Club Dead air. Sorry. Search the A.V. Club The page youre looking for does not exist. Please check that the URL is correct. Go back to avclub.com or contact us,http://www.avclub.com/content/node/52163,404,conversationswithotherwomen5,conversationswithotherwomen,avclub
"Entertainment amp; the Arts | ""Conversations with Other Women"" Two become one then two then one ... | Seattle Times Newspaper Mobile | Newsletters | RSS | Subscribe | Subscriber services Manage subscription Activate subscriber account Digital access Delivery issues / feedback Temporary stops Make a payment Print Replica Welcome | Log in | Log out | Contact/Help Site feedback/questions Frequently asked questions Home delivery issues Send us news tips Send letters to the editor Submit event listings Request corrections Company information Traffic Winner of Ten Pulitzer Prizes Search Follow us Advanced Search | Events amp; Venues | Obituaries Home Home Forums Graphics amp; databases Photography Reader photos Video Special reports Corrections Shortcuts Todays news index Trending with readers Historical archives News News Local News Nation amp; World Obituaries Health care Politics Education Special reports Community partners Reader photos Blogs amp; Columns Danny Westneat Nicole Brodeur Jerry Large Ron Judd Monica Guzman Sarah Stuteville The Today File The Blotter Weather Beat Politics Northwest Picture This Seattle Sketcher HealthCare Checkup FYI Guy Education Lab The Evergreen Rant amp; Rave Shortcuts Traffic Weather Lottery Education Lab Visit Education Lab for the latest news and conversation on Puget Sound area schools. Business amp; Tech Business amp; Tech Boeing / Aerospace Microsoft Personal technology Blogs amp; Columns Brier Dudleys Blog Microsoft Pri0 Boeing Blog Jon Talton Sunday Buzz Shortcuts Stock prices Sports Sports High School UW Huskies WSU Cougars SU Redhawks Gonzaga College sports Mariners Seahawks Sounders FC World Cup Reign FC Storm NBA Hockey Golf Snow sports Olympics Outdoors Other sports Blogs Husky Football Husky Mens Basketball Mariners Seahawks NBA in Seattle Pac-12 Confidential Sounders FC High School Sports Take 2 Reel Time Fishing NW Womens Hoops Columns Jerry Brewer Larry Stone Bud Withers Sideline Chatter Shortcuts Sports forums Scores amp; stats Sports on TV amp; radio Seahawks GameCenter Husky Football GameCenter Husky Basketball GameCenter Sounders GameCenter Entertainment Entertainment Movies Music amp; Nightlife The Arts Books Blogs amp; Columns ArtsPage Lit Life | Mary Ann Gwinn Nicole Brodeur Popcorn amp; Prejudice A movie blog SoundPosts Shortcuts Comics Games Horoscopes TV listings Todays events Find events amp; venues Submit listings Food Food amp; Drink Food amp; Drink Restaurants Blogs amp; Columns All You Can Eat | Bethany Jean Clement Happy Hour Shortcuts Search restaurants Search bars/clubs Food amp; drink events Living Living Home amp; Garden Health amp; Fitness Pacific NW Magazine Pets Blogs amp; Columns Fit for Life | Nicole Tsong In the Garden | Ciscoe Morris The Natural Gardener | Valerie Easton Now amp; Then | Paul Dorpat Carolyn Hax Rant amp; Rave Shortcuts Fairs amp; festivals Hobby events Homes Homes Homes amp; Real Estate News NW Neighborhoods Design amp; Decor Money Matters Shortcuts Homes for sale Rentals New homes Open homes Post a listing Travel Travel amp; Outdoors Travel Outdoors Seattle guide Washington guide Oregon guide British Columbia guide Summer Guide Blogs amp; Columns Northwest Traveler Travel Wise Destinations | Kristin Jackson Rick Steves Europe Reel Time Fishing Northwest Shortcuts Outdoor/recreation events Opinion Editorials amp; Opinion Editorials amp; Opinion Letters to the Editor Blogs amp; Columns Opinion Northwest Jonathan Martin Kate Riley Thanh Tan Blanca Torres Robert J. Vickers Jobs Jobs Career Advice Coffee Talk Events Calendar Resumes amp; Job Hunt Salary amp; Benefits Work Life Blog Workplace Topics Shortcuts Find a job Post a resume Job alerts Post a job Career Center Autos Autos Find a vehicle Find a dealer Resource center Sell a vehicle Shopping Shopping Weekly Ads Sunday Market Seattle Times store Search classifieds Post a classified listing Holiday Gift Guide Friday August 25 2006 - Page updated at 1200 AM E-mail article Print Movie Review      ""Conversations with Other Women"" Two become one then two then one ... By Moira Macdonald       Seattle Times movie critic PREV of NEXT FABRICATION FILMS          The one-night courtship between two wedding-goers (Helena Bonham Carter and Aaron Eckhart) is effectively portrayed throughout ""Conversations with Other Women"" with a split screen. Movie review Showtimes and trailer ""Conversations with Other Women"" with Helena Bonham Carter Aaron Eckhart. Directed by Hans Canosa from a screenplay by Gabrielle Zevin. 84 minutes. Rated R for language and sexual content. Harvard Exit. Described on paper Hans Canosas film probably sounds unbearable. ""Conversations with Other Women"" taking place over the course of one night in Manhattan is the tale of a brief encounter between an unnamed man (Aaron Eckhart) and woman (Helena Bonham Carter) depicted throughout with a split screen. In this case however a picture -- or rather two pictures -- is worth more than any words. Yes the split screen is a gimmick but it works like gangbusters. The two characters -- let us call them He and She -- meet up at a wedding reception at a hotel Shes a reluctant bridesmaid Hes a guest with a wandering eye. Perhaps they have met before but Gabrielle Zevins screenplay dances delicately with this question before answering it later on. They flirt they chat they record sound bites for the wedding video and ultimately they go up to her room where they have sex by the light of the flashing message indicator on the phone. And then they chat some more. In other words its a pretty old story. But the dialogue has a bitter heightened cleverness that feels very real in this kind of situation two intelligent people made self-conscious by their discomfort with each other. ""There are no happy endings in our future"" says She in her husky smokers rasp; they both know this isnt a romantic comedy. Bonham Carter and Eckhart who both have faces that reward lingering close-ups sink deep into their characters able to let silences tell their backstory as well as any dialogue. ""Conversations"" might well have been compelling as a single-camera character study but the split-screen technique takes it into a new realm. Canosa uses the vertical split in a dizzying array of ways to show past and present simultaneously; to show two people apart at the same time; to turn a crowded three-shot (as the two are joined in an elevator by a bitchy fellow bridesmaid) into a claustrophobic six. Sometimes the split is obvious; sometimes it seems to fade away We see two people sitting side by side and the seam is so carefully hidden that they appear to be sitting together when theyre actually far apart. At times He or She will enter the others screen as if boundaries are dissolving and then become isolated in their own screens again. Or the two screens can explore fantasy and reality The two are apart in one screen but kissing (as He wishes they were) in the other. It can be tricky to watch both screens at once (""Conversations With Other Women"" rewards multiple viewings) but its invigorating to see a filmmaker exploring technique as metaphor. ""Time really cant move in two directions"" notes one of the characters. No but this movie can. Moira Macdonald 206-464-2725 or mmacdonaldseattletimes.com Copyright (c) 2006 The Seattle Times Company Get home delivery today Site Map Home Local Nation/World Business/Tech Sports Entertainment Living Travel Opinion Obituaries Extras Forums Contact/Help Site feedback/questions Frequently asked questions Home delivery issues Send us news tips Send letters to the editor Submit event listings Request corrections Newsroom contacts Social media Report malware Connect Facebook Twitter Google+ Mobile site Mobile apps Low-graphic site Newsletters RSS Todays News Index Advertising Advertise with us Digital advertising Classifieds Death notices Job listings Auto listings Real Estate listings Rental listings Advertiser Showcase Company About us Employment Historical archives Pulitzer prizes Seattle Times store Purchase photos Permissions Newspapers In Education SubscriberServices Subscribe Manage subscription Temporary stops Make a payment Print Replica Todays front page (PDF) The Seattle Times Network seattletimes.com | Jobs | Autos | Homes | Classifieds | Rentals | Personals Copyright (c) The Seattle Times | Advertise with us | Privacy statement | Terms of service",http://community.seattletimes.nwsource.com/archive/?slug=conv25&date=20060825,200,conversationswithotherwomen6,conversationswithotherwomen,seattletimes
404 - Page Not Found The Globe and Mail Jump to main navigationJump to main content Home News Commentary Business Investing Sports Life Arts Technology Drive Video AdChoices Oops That page isnt here. We couldnt find the page you were looking for one of the following reasons It has moved it never existed or an agreement with an outside provider has expired. Can we help you findwhat youre looking for? Query Want to help? and let us know about the page error. Please include a link to the page that brought you here as well as any other relevant information. Thanks in advance for the heads-up Or try one of these links editorial cartoons celebrity photos popular videos connect with us Products The Globe and Mail Newspaper Newspaper delivered to your doorstep. Suscribe to the newspaper Globe Unlimited Digital all access pass across devices. Suscribe to Globe Unlimited Globe2Go The digital replica of our newspaper. Suscribe to Globe2Go Globe Email Newsletters Get top Globe stories sent to your inbox. Subscribe to email newsletters Globe eBooks A collection of articles by the Globe. View the library Advertise with us GlobeLink.ca Your number one partner for reaching Canadas Influential Achievers. Or go directly to Newspaper Magazine Digital Globe Alliance extend your reach Globe Edge custom content Classifieds The Globe at your Workplace Globe Corporate Sales Globe Unlimited digital edition and Globe2Go e-paper group discounts available. Learn more Corporate financial data and content licensing for your organization. Learn more Or go directly to Report On Business Top 1000 DataStore essential business intelligence Our Company About us Work at The Globe Staff Secure Service Secure Drop Customer Service Contact Us FAQs Customer Care website Digital subscription services Print subscription services Change your delivery address Vacation Stops Globe Recognition Special Globe events and offers for subscribers Mobile Apps News NEWS APP Available for download on the following devices iPhone iPad Android Blackberry Other Sections Appointments Art Store Births amp; Announcements Corrections Classifieds Classroom Edition Deaths Newspaper Ads Real Estate Special Reports Site Map Terms amp; Conditions Privacy Policy Disclaimer Accessibility Policy Community Guidelines Globe sustainability Editorial Code of Conduct Copyright 2016 The Globe and Mail Inc. All Rights Reserved. 444 Front St. W. Toronto ON Canada M5V 2S9 Phillip Crawley Publisher,http://www.theglobeandmail.com/servlet/story/RTGAM.20060811.wconversations0811/BNStory/Entertainment/home,404,conversationswithotherwomen7,conversationswithotherwomen,theglobeandmail
"Wedding chat puts guests in mood - SFGate Subscribe Sign In Home Contact SFGate Contact SFGate Customer Support Submissions amp; Tips Classifieds About SFGate About SFGate FAQ Register on SFGate SFGate Newsletters SFGate Staff Careers Site Index Hearst About The Chronicle About The Chronicle The Chronicle Staff Become a Subscriber Manage Your Subscription Customer Service Careers e-edition Back Copies Chronicle in Education Corrections Advertise with Us More on Advertising More on Advertising Place a Classified Ad About Our Ads Public Notices Local Business Directory Place an Obituary Gate List Store Privacy policy Privacy policy Ad Choices Chronicle Archives Terms of Use Newsletters Get news alerts SFGate Customer support Get VIP access with SF Chronicle Membership Get SFGate newsletters for the latest from the Bay Check out the Top 100 Bay Area restaurants News Bay Area amp; State Traffic Nation World Politics Crime Election Results Obituaries Tech Health Education Video News Blogs Fire in Big Sur area grows 15 percent contained Little shaker 2.7-magnitude earthquake rattles Bay Area 2 men held after 2 San Diego officers shot 1 fatally 4 Sierra plane crash victims were from Tuolumne County Sports 49ers Raiders Giants As Olympics Warriors Sports Blogs Sports Calendar MLB NBA College Preps Golf Outdoors Cal football position preview Linebacker How low can Giants go? Latest loss comes with a triple play Rich Hills blister problem As success muddle trade outlook One bad inning sinks As at Cleveland Business Technology Mortgage Rates Home Guides Public Notices Sponsored Content Office Space The Tech Chronicles Net Worth Plus Fossils amp; Photons Mind Your Business VisionSF Jobs Price Point 649000 in San Bruno ICYMI Can Chipotle be a burger king? Redstones potential Victorian duplex in SOMA open Sunday Three bedroom apartment in San Franciscos Financial District Entertainment The Daily Dish Movies Music amp; Nightlife Performance Art Blogs Videos Events Puzzles TV Horoscope Comics Crosswords amp; Puzzles Things To Do Jason Bourne is a shaky smeary mess The latest from Dear Abby ""Bad Moms"" mixes sentiment with raunch and ends up vulgar Phantom Boy is fast-paced but slight animated fun Food Restaurants Wine Top 100 Restaurants Chronicle Wine Competition Reservations Beer News Inside Scoop SF Healthy Eating Angele Chef shuffle at Napa French restaurant Napa blockbuster Ninebark is closing (temporarily) Check out the food (and menu) at Black Cat now open in the Lights go out at La Rondalla longtime Mission dining spot Living Home amp; Garden Style Parties Lust LGBT Mommy Files amp; Parenting Houzz Outdoors Blogs Sponsored Schools Camps amp; Activities Exploring night photography locations in the Bay Area Couple from different cultures find love is a common ground Heres the most popular video game from the year you were born More Crystal Basin campsites are available with start of Olympics Travel Destination BC Exotic Destinations Monterey-Carmel Weekend Getaways Wine Country Napa Reno-Tahoe Hawaii Caves offer older view of the Continent Traveling to Big Sur? What you need to know Suite Spot Ritz-Carlton Philadelphia Rick Steves Europe Drink in a city through cafe culture Real Estate New Homes Open Homes Luxury Rentals Mortgage Rates Commercial Place an ad Home Guides Home Sales On the Block Blog Hot Property Sebastopol Italianate estate enjoys ocean views How much space do you get for 1500 a month? Hillcrest Estate possibly owned by baseball Hall of Famer Joe Cars Dealers Click and Clack Car Blog My Ride Sell Your Car First Buick ragtop since the 91 Reatta A cherished Nash-Healey Roadster Past Phantom still turning heads Teslas Model S can be used as a boat in a pinch Jobs Job Events Advertise Salary Wizard Get To Work Consider the red flags when staying in a job you dislike Declutter your job search The job gap explanation How to impress an interviewer with non-verbal language Findamp;Save Chronicle Latest columns Michael Bauer Leah Garchik Bruce Jenkins Esther Mobley Ann Killion Thomas Lee Matier amp; Ross C.W Nevius Kathleen Pender Scott Ostler Special Report Forgotten Survivors of AIDS The ultimate NorCal brewery map Top 100 Restaurants Warriors show their style off the court MenuSections http//www.sfgate.com/movies/article/Wedding-chat-puts-guests-in-mood-2514366.php Wedding chat puts guests in mood By Mick LaSalle Published 400 am Friday August 11 2006 Photo Fabrication Films Image 1of/1 CaptionClose Image 1 of 1 - - Photo Fabrication Films Wedding chat puts guests in mood 1 / 1 Back to Gallery Conversations With Other Women Romantic drama. Starring Helena Bonham Carter and Aaron Eckhart. Directed by Hans Canosa. (R. 82 minutes. At Bay Area theaters.) ""Conversations With Other Women"" is a smart sexy romantic drama directed within an inch of its life by Hans Canosa. Canosa employs a split screen something another director might use for a minute or two as a stylistic flourish but he uses it for the entire movie. He shoots each protagonist with a different camera even though both are together in the same room for almost the entire movie. Theres an invisible line down the middle of the screen and it stays there from the first shot till the last. This effect is distancing often frustrating and sometimes just plain odd. Maybe frustration is the point. Maybe the idea is that the man and the woman though together in the same room inhabit different psychological landscapes. Or maybe not. Maybe the director just liked the effect. Most viewers wont. When two actors stand alongside each other its distracting to see all of one in one frame and then a piece of that same actor showing up in the next frame. My guess is that ""Conversations With Other Women"" would have been better had Canosa taken a more conventional approach -- certainly the story would have had more emotional force. Then again even if filmed by Richard Linklater this story could never have achieved the lilting lyricism of the ""Before"" pictures despite a certain similarity in structure Like ""Before Sunrise"" and ""Before Sunset"" the film presents us with conversation-as-seduction a two-person conversation between a man and a woman that stretches over an evening. In the waning minutes of a New York wedding reception an oily attractive man (Aaron Eckhart) spots a sharp-witted attractive woman (Helena Bonham Carter) and strikes up a conversation. Shes in the wedding party visiting from London and he lives in New York. Over time they come to realize that they knew each other years before. From the beginning sex is in the atmosphere and soon it begins to seem inevitable. The wedding after all is being held in a hotel which means their getting-acquainted conversation is taking place in a building with hundreds of bedrooms. Though the split-screen gimmick is questionable Canosa brings it off with grace and inventiveness. Sometimes both actors are in one frame while the other shows a scene from the past or a vision of the future. In a couple of instances both frames show the same actor doing alternative takes of the same reaction shot. The best use of the strategy is when the two face each other and one frame shows one actors right profile and the other frame swings around to show the same profile of the other actor. If this all sounds too clever by half its not -- its too clever by whole -- but enjoy it because this is not a trend thats about to catch on. Besides the script by Gabrielle Zevin is clever too and in all the ways that word ""clever"" implies skillful shrewd intelligent and just a trifle icy. Icy or not to think back on ""Conversations With Other Women"" having seen it is to be impressed by the control that the screenwriter has over the material how dialogue thats seemingly free-flowing is carefully calibrated to introduce a series of revelations that keeps viewers on their toes. This is entertainment by and for adults. Its about adults as well dealing with the romantic aspirations of two middle-aged people and their accumulated choices and regrets. Both Bonham Carter and Eckhart are good at giving us their characters practiced surface and the truth thats underneath it. Eckharts smile is about as engaging and thoroughly untrustworthy as that of anyone in the current cinema and our wondering about him is part of the movies suspense. Likewise Bonham Carters prickliness as the woman could be the indication of either strong uncompromising character or mere irritability. -- Advisory Strong language nudity convincingly realistic simulated sex. Most Popular 1 Dear Abby I want to contact mistress from 45 years ago 2 Cops Son of billionaire former supermodel arrested after... 3 Ann Coulter Hammered by Conservatives for Smearing US War... 4 Iceland man says Donald Trumps son left white powder at... 5 Dear Abby I dont want anyone to know that Ive retired 6 Bikini-clad Swedish cop makes arrest while sunbathing 7 Oakland-bound medical plane crashes -- 4 killed 8 Police Girl 14 slits teens throat in hope of first kill 9 Inmate charged in 2015 quadruple slaying in S.F. 10 Parilia Ball - San Francisco orgiastic event from almost a... Find Showtimes Search Theaters amp; Showtimes -- County -- Alameda Contra Costa Lake Marin Napa San Francisco San Mateo Santa Clara Solano Sonoma Show Movies Now Playing | Recent Releases | Critics Favorites Rated G | PG | PG-13 | R Latest News Officials believe no survivors in Texas hot air balloon crash Little shake 2.7-magnitude earthquake rattles Bay Area Philippine president calls off truce after rebel attack Ann Coulter slammed for calling war heros dad angry Muslim 4 Sierra plane crash victims were from Tuolumne County Inmate charged in 2015 quadruple slaying in S.F. Police Vallejo woman run over by man who stole her car Man Trumps son left white powder at rental paid women Parilia Amusement Ball in San Francisco early days View Comments (c) 2016 Hearst Communications Inc. Logo Return to Top About Our Company Careers Advertising Ad Choices Terms amp; Conditions Privacy Policy Your California Privacy Rights Contact Customer Service Newsroom Contacts Connect Facebook Twitter Pinterest Google Instagram Subscribe SFChronicle.com App e-edition The Chronicle Archives Subscription Offers Member Services Hearst Newspapers (c) Copyright Hearst Communications Inc.",http://sfgate.com/cgi-bin/article.cgi?f=/c/a/2006/08/11/DDGRSKESO01.DTL&type=movies,200,conversationswithotherwomen8,conversationswithotherwomen,com/cgi-bin/article
Newsday - Page not found Subscribe Traffic Weather Long Island Sports Entertainment ExploreLI News Business Opinion Jobs Cars Homes Classifieds The page you requested cannot be found. The page you are looking for might have been removed had its name changed or is temporarily unavailable. Please try the following If you typed the page address in the Address bar make sure that it is spelled correctly. Open the www.newsday.com home page and look for links to the information you want. Use the navigation bar on the top to find the link you are looking for. Click the Back button to try another link. Enter a term in the search to look for information on newsday sites or the Internet. Please contact us to report a bad link or technical issue. /entertainment/movies/ny-etcon4846205aug1122531503993051.story Back to Top Services Subscribe Manage my Newsday Todays paper Join us on Facebook Join us on Twitter Sign up for newsletters Get our Apps Newsday mobile Our Network News 12 am New York Newsday Cars The Hometown Shopper Newsday Homes CareerBuilder Optimum Newsday Connect MSG Varsity News Long Island Nassau Suffolk Education Crime Politics Towns NYC U.S. / World Business Technology Commuting History Data and Maps Obituaries Sports Giants Jets Knicks Nets Islanders Rangers Yankees Mets High school Colleges Columns Scores Videos Photo Entertainment Celebrities Movies TV Music Restaurants Theater Lifestyle Family Shopping Pets Events Travel Books Weekend Guide Classifieds Jobs Cars Real Estate Yellow Pages Circulars More Crossword Weather Photos Videos LI Life Act 2 Lottery Site Map Privacy Policy Your ad choices Terms of Service Subscription Terms Contact Newsday Careers Reprints amp; Permissions Media Kit Advertise with Newsday Help Copyright (c) Newsday. All rights reserved.,"http://www.newsday.com/entertainment/movies/ny-etcon4846205aug11225315,0,3993051.story?coll=ny-moviereview-headlines",404,conversationswithotherwomen9,conversationswithotherwomen,newsday
