review,link,status_code,id,movie_key,critic
0,"http://www.ew.com/ew/article/0,,1571353,00.html",0,eragon0,eragon,ew
0,http://www.timeout.com/film/83511.html,0,eragon1,eragon,timeout
0,http://www.stltoday.com/stltoday/entertainment/reviews.nsf/movie/story/DB66A1B160AF2511862572450007BBDA?OpenDocument,0,eragon2,eragon,stltoday
0,http://www.thestar.com/NASApp/cs/ContentServer?pagename=thestar/Layout/Article_Type1&c=Article&cid=1166136613582&call_pageid=976600361453&col=969048864482,0,eragon3,eragon,thestar
0,http://www.sfgate.com/cgi-bin/article.cgi?file=/c/a/2006/12/15/DDGNRMVNRV1.DTL&type=movies,0,eragon4,eragon,sfgate
0,http://www.reelviews.net/php_review_template.php?identifier=638,0,eragon5,eragon,reelviews
0,http://www.nydailynews.com/entertainment/movies/moviereviews/story/480311p-403951c.html,0,eragon6,eragon,nydailynews
0,"http://www.calendarlive.com/movies/reviews/cl-et-eragon15dec15,0,5232612.story",0,eragon7,eragon,calendarlive
0,http://www.chron.com/disp/story.mpl/ent/movies/reviews/4330872.html,0,eragon8,eragon,chron
0,http://www.theglobeandmail.com/servlet/story/RTGAM.20061215.weragon15/BNStory/Entertainment/home,0,eragon9,eragon,theglobeandmail
0,http://www.detnews.com/apps/pbcs.dll/article?AID=/20061215/ENT02/612150431/1034,0,eragon10,eragon,detnews
0,http://www.freep.com/apps/pbcs.dll/article?AID=/20061215/ENT01/612150347/1036,0,eragon11,eragon,freep
0,http://www.denverpost.com/movies/ci_4835352,0,eragon12,eragon,denverpost
0,http://www.boston.com/ae/movies/articles/2006/12/15/even_dragons_cant_get_eragon_off_the_ground,0,eragon13,eragon,boston
0,http://www.usatoday.com/life/movies/reviews/2006-12-14-eragon-review_x.htm,0,eragon14,eragon,usatoday
0,http://online.wsj.com/article/SB116614157691750720.html,0,eragon15,eragon,wsj
0,http://www.variety.com/review/VE1117932309.html?categoryid=31&cs=1,0,eragon16,eragon,variety
0,http://www.washingtonpost.com/wp-dyn/content/article/2006/12/14/AR2006121401872.html,0,eragon17,eragon,washingtonpost
0,http://community.seattletimes.nwsource.com/archive/?slug=weberagon15&date=20061215,0,eragon18,eragon,seattletimes
0,http://news.google.com/news/url?sa=t&ct=us/1-0&fp=4581729d0a9cf2f9&ei=vruBRfOdA4_4owLMrMnWDg&url=http%3A//www.msnbc.msn.com/id/16192526/&cid=1111920717,0,eragon19,eragon,google
